timestamp,voltage,current,power,energy,status,appliance,source
2026-01-01 10:00:53,229.1,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:54,230.7,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:55,229.2,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:56,229.8,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:57,230.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:58,231.2,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:00:59,229.3,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:00,229.2,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:01,229.8,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:02,230.2,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:03,231.1,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:01:04,230.9,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:05,230.5,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:06,228.8,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:07,229.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:08,230.6,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:09,231.2,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:10,230.8,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:11,230.3,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:12,230.9,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:13,231.2,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:14,229.4,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:15,229.5,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:16,229.6,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:17,230.8,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:18,230.5,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:01:19,231.2,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:20,228.8,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:01:21,229.8,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:22,230.7,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:23,229.2,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:24,231.2,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:25,230.3,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:26,231.1,0.041,9.5,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:27,229.7,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:28,229.1,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:29,231.4,0.001,0.2,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:30,230.1,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:31,231.4,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:32,230.2,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:33,231.4,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:34,230.9,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:35,230.4,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:36,230.1,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:37,230.3,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:38,228.8,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:39,230.0,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:40,231.0,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:01:41,229.0,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:42,230.5,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:43,231.4,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:44,231.5,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:45,229.9,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:46,230.1,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:47,229.9,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:48,229.4,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:49,229.3,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:50,229.8,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:51,228.7,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:52,229.4,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:53,229.6,0.04,9.2,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:54,229.5,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:55,229.2,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:56,230.7,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:57,228.9,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:01:58,228.6,0.038,8.7,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:01:59,228.8,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:00,228.7,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:01,230.1,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:02,229.9,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:03,229.9,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:04,231.2,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:05,230.6,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:06,229.0,0.04,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:07,230.7,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:08,228.8,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:09,230.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:10,229.8,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:11,229.8,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:12,229.7,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:13,228.8,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:14,228.6,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:15,230.3,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:16,230.4,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:17,230.5,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:18,229.9,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:19,229.7,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:20,229.8,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:21,228.7,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:22,229.5,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:23,229.2,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:24,230.2,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:25,230.1,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:26,229.3,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:27,229.1,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:02:28,229.0,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:29,229.1,0.042,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:30,230.8,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:31,231.3,0.041,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:32,230.0,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:33,229.9,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:34,229.4,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:35,231.2,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:36,231.1,0.04,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:37,230.1,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:38,231.3,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:39,229.0,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:40,228.5,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:41,231.2,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:42,231.0,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:43,229.0,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:44,229.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:45,229.6,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:46,229.8,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:47,230.1,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:48,231.2,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:49,229.9,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:50,229.4,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:51,230.5,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:02:52,230.9,0.041,9.5,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:53,230.3,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:02:54,228.8,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:55,230.1,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:02:56,230.3,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:57,228.7,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:58,229.9,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:02:59,231.2,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:03:00,229.5,0.042,9.5,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:01,230.4,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:02,228.9,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:03,229.9,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:04,230.1,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:05,230.6,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:06,230.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:07,230.5,0.038,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:08,229.7,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:09,231.0,0.038,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:10,229.9,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:11,231.5,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:12,230.2,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:13,229.1,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:14,229.6,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:15,231.4,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:16,231.2,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:17,229.3,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:18,228.7,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:19,229.8,0.04,9.2,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:20,230.9,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:21,229.2,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:22,228.7,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:23,228.6,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:03:24,229.3,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:25,228.7,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:03:26,230.2,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:27,230.7,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:28,230.1,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:29,231.0,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:30,229.8,0.001,0.2,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:03:31,229.8,0.04,9.2,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:32,230.0,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:33,229.4,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:34,230.0,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:03:35,230.6,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:36,228.7,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:37,229.0,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:38,230.9,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:39,231.3,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:40,231.4,0.04,9.2,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:41,229.7,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:03:42,229.5,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:03:43,231.0,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:44,230.8,0.04,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:45,231.1,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:46,229.5,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:47,228.7,0.038,8.7,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:48,229.4,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:49,229.7,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:50,230.6,0.0,0.0,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:03:51,231.4,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:52,230.8,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:03:53,231.1,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:54,231.0,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:55,229.6,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:56,230.2,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:57,229.4,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:58,230.1,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:03:59,230.2,0.04,9.2,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:00,229.6,0.042,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:01,230.6,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:02,230.4,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:03,230.9,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:04:04,229.8,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:05,229.1,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:06,229.1,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:07,229.0,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:04:08,228.7,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:04:09,229.7,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:10,231.2,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:11,229.0,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:12,231.1,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:13,229.7,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:14,231.5,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:15,229.8,0.04,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:16,230.1,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:17,228.7,0.038,8.7,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:18,228.7,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:19,228.6,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:20,229.4,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:21,231.0,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:22,231.0,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:23,228.5,0.041,9.3,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:24,228.9,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:25,228.7,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:26,231.3,0.042,9.7,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:27,230.1,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:28,231.5,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:29,231.3,0.038,8.8,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:30,231.3,0.039,9.1,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:31,230.7,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:32,229.1,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:33,228.5,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:34,230.2,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:35,230.0,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:36,230.3,0.042,9.6,2.7e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:37,230.2,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:04:38,230.4,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:39,229.6,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:40,231.4,0.041,9.4,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:41,231.3,0.041,9.5,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:42,231.5,0.001,0.2,1e-07,OFF,LED_Bulb,synthetic
2026-01-01 10:04:43,230.5,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:44,229.4,0.039,9.0,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:45,229.1,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:46,230.4,0.039,8.9,2.5e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:47,230.6,0.0,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:48,230.7,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:49,229.5,0.038,8.8,2.4e-06,ON,LED_Bulb,synthetic
2026-01-01 10:04:50,229.0,0.001,0.1,0.0,OFF,LED_Bulb,synthetic
2026-01-01 10:04:51,229.2,0.04,9.2,2.6e-06,ON,LED_Bulb,synthetic
